source_row,nombre_ie,cod_local,cod_modular,nivel,modalidad,distrito,rei,nombre_director,estado
1885,SACO OLIVEROS DE JAVIER PRADO,655198,1583541,secundaria,EBR,ATE,SIN REI,AZAÑA VELEZMORO DE CORDOVA VANESSA VIVIANA,active
1886,SIN FRONTERAS,655240,1583624,primaria,EBR,ATE,SIN REI,MANDARACHI FLORES MERY NANCY,active
1887,LAS GARDENIAS,655221,1583590,inicial_jard_n,EBR,ATE,11,ABARCA LINO NADIA JAZMINA,active
1888,DIVINO NIÑO JESUS,655184,1583459,primaria,EBR,LURIGANCHO,SIN REI,RIOS TAVARA ROSSMERY DEL PILAR,active
1889,INNOVA SCHOOL - ATE SANTA CLARA,655202,1583558,inicial_jard_n,EBR,ATE,SIN REI,RUBIO NAVARRO JUAN PABLO,active
1890,INNOVA SCHOOL - ATE SANTA CLARA,655202,1583566,primaria,EBR,ATE,SIN REI,RUBIO NAVARRO JUAN PABLO,active
1891,INNOVA SCHOOL - ATE SANTA CLARA,655202,1583574,secundaria,EBR,ATE,SIN REI,RUBIO NAVARRO JUAN PABLO,active
1892,CRISTIANO DE CIENEGUILLA,507080,1583442,primaria,EBR,CIENEGUILLA,SIN REI,ARREDONDO FLORES MARIA ROSARIO,active
1893,COLEGIO DE LIDERES,656174,1585694,inicial_jard_n,EBR,ATE,SIN REI,CABELLO ORTIZ CESAR AUGUSTO,active
1894,INTERNACIONAL DEL PACIFICO,664862,1595354,primaria,EBR,ATE,SIN REI,MONAGO MAURICIO MOISES,active
1895,INTERNACIONAL DEL PACIFICO,664862,1595362,secundaria,EBR,ATE,SIN REI,MONAGO MAURICIO MOISES,active
1896,LAS CUMBRES,664876,1595370,inicial_jard_n,EBR,LURIGANCHO,SIN REI,CHANCA QUISPE MAGNOLIA,active
1897,CORAZON DE JESUS DE JICAMARCA,664857,1595347,secundaria,EBR,LURIGANCHO,15,CALDERON RIVERA NATHALY ADALJISA,active
1898,1192 FLORENTINO PRAT,298171,1609346,inicial_jard_n,EBR,CHACLACAYO,17,BARBARAN SAAVEDRA ANBGELICA,active
1899,NUEVA GALES,675629,1610476,inicial_jard_n,EBR,CIENEGUILLA,1,DELGADO POSADAS MARLET ASUNCION,active
1900,1137 JOSE ANTONIO ENCINAS,338817,1624964,inicial_jard_n,EBR,SANTA ANITA,4,ARIAS HUAMANÍ MARIZOL YANETH,active
1901,0033 VIRGILIO ESPINOZA BARRIOS,313727,1628320,inicial_jard_n,EBR,LURIGANCHO,14,ENCISO SANCHEZ DAVID,active
1902,CARITAS FELICES,693893,1628338,inicial_jard_n,EBR,LURIGANCHO,16,PARAGULLA CASTILLO MARISELA,active
1903,SANTISIMO MAESTRO JESUS,705631,1632819,inicial_jard_n,EBR,ATE,SIN REI,HUARANGA DORIA YAJAIRA LILIBET,active
1904,SAN FRANCISCO,SIN COD LOC,3937816,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
1905,ESTRELLITAS,SIN COD LOC,0586231,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
1906,EL AMOR DE DIOS I,SIN COD LOC,0594332,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
1907,LAS SEMILLITAS I,SIN COD LOC,0555728,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
1908,EL AMOR DE DIOS,SIN COD LOC,0594331,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
1909,1189 ALBERTO RIVERA Y PIEROLA,298086,1637297,inicial_jard_n,EBR,CHACLACAYO,17,GIRALDO RAMIREZ JUSTO WALTER,active
1910,SIN FRONTERAS,655240,1637636,inicial_jard_n,EBR,ATE,SIN REI,MANDARACHI FLORES MERY NANCY,active
1911,MI PEQUEÑO HOWARD GARDNER,716069,1637644,inicial_jard_n,EBR,ATE,SIN REI,MONTOYA CERRATI WILDER ALEJANDRO,active
1912,1135,292503,1638907,inicial_jard_n,EBR,ATE,10,CANCHAYA FERNANDEZ EDELMIRA MERCEDES,active
1913,HOWARD GARDNER,554118,1638915,secundaria,EBR,ATE,SIN REI,RONCEROS GONZALES CARMEN ROSA,active
1914,INNOVA SCHOOLS - PURUCHUCO,722447,1640663,inicial_jard_n,EBR,ATE,SIN REI,VILLAVICENCIO ZEVALLOS JOSE LUIS,active
1915,INNOVA SCHOOLS - PURUCHUCO,722447,1640671,secundaria,EBR,ATE,SIN REI,VILLAVICENCIO ZEVALLOS JOSE LUIS,active
1916,INNOVA SCHOOLS - PURUCHUCO,722447,1640689,primaria,EBR,ATE,SIN REI,VILLAVICENCIO ZEVALLOS JOSE LUIS,active
1917,INNOVA SCHOOLS - VITARTE,725040,1642495,inicial_jard_n,EBR,ATE,SIN REI,TAGLE FACHO MARIA JULIA ROSA,active
1918,INNOVA SCHOOLS - VITARTE,725040,1642503,primaria,EBR,ATE,SIN REI,TAGLE FACHO MARIA JULIA ROSA,active
1919,INNOVA SCHOOLS - VITARTE,725040,1642511,secundaria,EBR,ATE,SIN REI,TAGLE FACHO MARIA JULIA ROSA,active
1920,1275,313633,1645795,secundaria,EBR,LURIGANCHO,14,,active
1921,MI FORTALEZA,742134,1659804,inicial_jard_n,EBR,LURIGANCHO,SIN REI,TAFUR CASTROMONTE NACY MARIANA,active
1922,NIÑO JESUS,SIN COD LOC,3377721,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
1923,LA CAPITANA IV,SIN COD LOC,3892518,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
1924,LUZ RADIANTE,SIN COD LOC,0624824,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
1925,UNION LATINO,625757,1664002,primaria,EBR,ATE,SIN REI,RAYA ROBLES MIGUEL ARMANDO,active
1926,SANTA RITA DE ATE,622075,1664713,inicial_jard_n,EBR,ATE,SIN REI,TICLLAS LARA PEDRO PABLO,active
1927,SANTA RITA DE ATE,622075,1664721,secundaria,EBR,ATE,SIN REI,TICLLAS LARA PEDRO PABLO,active
1928,MARIA MONTESSORI DE SAN GREGORIO,624079,1664739,primaria,EBR,ATE,SIN REI,ALEGRIA BARRIENTOS SUSY,active
1929,SACRO COURE,747527,1664754,inicial_jard_n,EBR,ATE,SIN REI,OSCANOA LEON PAMELA ROSSY,active
1930,SACRO COURE,856781,1664762,primaria,EBR,ATE,SIN REI,OSCANOA LEON PAMELA ROSSY,active
1931,SEÑOR DE LOS MILAGROS,747773,1665090,inicial_jard_n,EBR,ATE,SIN REI,HUANAY HUAMANCUSI BETZABE ANTONIA,active
1932,SEÑOR DE LOS MILAGROS,747773,1665108,primaria,EBR,ATE,SIN REI,HUANAY HUAMANCUSI BETZABE ANTONIA,active
1933,SACO OLIVEROS HUAYCAN,747787,1665116,inicial_jard_n,EBR,ATE,SIN REI,PORRAS VASQUEZ CLAUDIA DEL ROSARIO,active
1934,SACO OLIVEROS HUAYCAN,747787,1665124,primaria,EBR,ATE,SIN REI,PORRAS VASQUEZ CLAUDIA DEL ROSARIO,active
1935,SACO OLIVEROS HUAYCAN,747787,1665132,secundaria,EBR,ATE,SIN REI,PORRAS VASQUEZ CLAUDIA DEL ROSARIO,active
1936,HAPPY KIDS,747947,1665389,inicial_jard_n,EBR,ATE,SIN REI,AMARO SAMANIEGO DANITZA RAQUEL,active
1937,DULCE CAMINITO DE JESUS,747952,1665397,inicial_jard_n,EBR,SANTA ANITA,SIN REI,OLAECHEA MOYANO MARIELA,active
1938,AMALIA PUGA DE LOZADA,615131,1665900,primaria,EBR,LURIGANCHO,SIN REI,ARTICA ZARATE ALICIA ANTONIA,active
1939,WINNER SCHOOL,721792,1666106,secundaria,EBR,LURIGANCHO,SIN REI,LORAYCO CHACON CLARA MILAGRO,active
1940,TECHNOLOGY SCHOOLS DE LA MOLINA,205092,1666114,inicial_jard_n,EBR,LA MOLINA,SIN REI,SOLANO SACRAVILCA VICENTE RAUL,active
1941,MIS PRIMEROS PASOS DE OLIMPO,751072,1667518,inicial_jard_n,EBR,ATE,SIN REI,TARAZONA PADILLA JANET VERONICA,active
1942,SAN ANTONIO,751086,1667526,b_sica_alternativa_avanzado,EBR,CIENEGUILLA,SIN REI,RIVERA SUAREZ ERNESTO AUGUSTO,active
1943,FREINET,751109,1667542,inicial_jard_n,EBR,ATE,SIN REI,SULCA CERDA MARIA ELENA,active
1944,BELEN DE JESUS,719906,1667559,secundaria,EBR,LURIGANCHO,SIN REI,RODRIGUEZ ROBLES FLOR DE MARIA ROSMERI,active
1945,MEDRANITOS KIDS,751388,1667823,inicial_jard_n,EBR,SANTA ANITA,SIN REI,ALEGRIA LIBERATO VERONICA MERCEDES,active
1946,MIS PEQUEÑOS GENIOS,751393,1667831,inicial_jard_n,EBR,ATE,SIN REI,GUILLEN DE LA CRUZ JORGE LUIS,active
1947,SANTA ROSITA DE LIMA,751430,1667898,inicial_jard_n,EBR,ATE,SIN REI,URBINA TORRES NOEL SMITH,active
1948,INTERNACIONAL DEL PACIFICO,664862,1667963,inicial_jard_n,EBR,ATE,SIN REI,MONAGO AURICIO MOISES,active
1949,AMERICANO,752123,1668482,t_cnico_productiva,EBR,ATE,SIN REI,ORBEGOSO BELLO MARIA ANGELES,active
1950,PATRON SAN ISIDRO DE SANTA ANITA,752137,1668490,inicial_jard_n,EBR,SANTA ANITA,SIN REI,ROJAS NUÑEZ CESAR ALFREDO,active
1951,PATRON SAN ISIDRO DE SANTA ANITA,752137,1668508,primaria,EBR,SANTA ANITA,SIN REI,ROJAS NUÑEZ CESAR ALFREDO,active
1952,PATRON SAN ISIDRO DE SANTA ANITA,752137,1668516,secundaria,EBR,SANTA ANITA,SIN REI,ROJAS NUÑEZ CESAR ALFREDO,active
1953,SAINT PATRICK'S CHRISTIAN COLLEGE,307887,1668615,inicial_jard_n,EBR,LA MOLINA,SIN REI,GONZALES ILIZARBE ALEX EDMUNDO,active
1954,SHALOOM,721396,1668623,secundaria,EBR,LA MOLINA,SIN REI,CHUCO URETA LUIS RAUL,active
1955,ANGELITOS DE MARIA,752547,1668631,inicial_jard_n,EBR,CIENEGUILLA,1,PIZARRO CUYA DE RUIZ NORMA ELIZIT,active
1956,MI PEQUEÑO ARQUITECTO,752585,1668649,inicial_jard_n,EBR,ATE,12,AGUIRRE BELLO ELENA VERONICA,active
1957,SACERDOTE JESUITA ROMEO,539316,1670033,secundaria,EBR,LURIGANCHO,SIN REI,GALARZA GILIAN WILLIAM JAIME,active
1958,GLORIOSO MARISCAL CACERES DE ATE,554967,1670413,b_sica_alternativa_avanzado,EBR,ATE,SIN REI,AQUIJE CARBAJO DE ROJAS MARIA TRINIDAD,active
1959,TARPUY MODERNO,755027,1670439,secundaria,EBR,ATE,SIN REI,MENDOZA HERNANDEZ JUANA ROCIO,active
1960,WINNER KIDS CENTER,755032,1670447,inicial_jard_n,EBR,SANTA ANITA,SIN REI,MORENO MERMA LOURDES ALICIA,active
1961,GOTITAS DEL SABER,755678,1670785,inicial_jard_n,EBR,ATE,9,RAMOS MONTES VIVIANA JUANITA,active
1962,SAN MARCOS SCHOOL DEM,585389,1670793,primaria,EBR,SANTA ANITA,SIN REI,RODRIGUEZ FAUSTINO HERMINIA,active
1963,CESAR VALLEJO MENDOZA DE VITARTE,755697,1670819,secundaria,EBR,ATE,SIN REI,VALDERRAMA HUARCAYA MIGUEL ANGEL,active
1964,CESAR VALLEJO MENDOZA DE VITARTE,755697,1670827,inicial_jard_n,EBR,ATE,SIN REI,VALDERRAMA HUARCAYA MIGUEL ANGEL,active
1965,CESAR VALLEJO MENDOZA DE VITARTE,755697,1670835,primaria,EBR,ATE,SIN REI,VALDERRAMA HUARCAYA MIGUEL ANGEL,active
1966,LAS SEMILLITAS,755881,1671064,inicial_jard_n,EBR,LURIGANCHO,15,ASCENCIO ELME YOLANDA,active
1967,LAS BRISAS,755895,1671072,inicial_jard_n,EBR,LURIGANCHO,15,FLORES MOSQUERA ZORAIDA ELVA,active
1968,DIVINO NIÑO,756456,1671593,inicial_jard_n,EBR,ATE,11,LLERENA REYES JUANA LUISA,active
1969,ESTRELLITAS DE DIOS I,SIN COD LOC,0582838,inicial_programa_no_escolarizado,EBR,CIENEGUILLA,SIN REI,,active
1970,ESTRELLITAS DE DIOS II,SIN COD LOC,0582839,inicial_programa_no_escolarizado,EBR,CIENEGUILLA,SIN REI,,active
1971,ESTRELLITAS DE DIOS III,SIN COD LOC,0582840,inicial_programa_no_escolarizado,EBR,CIENEGUILLA,SIN REI,,active
1972,ESTRELLITAS DE DIOS IV,SIN COD LOC,0582842,inicial_programa_no_escolarizado,EBR,CIENEGUILLA,SIN REI,,active
1973,MI NUEVO MUNDO,758002,1673243,inicial_jard_n,EBR,CHACLACAYO,SIN REI,HUARACCALLO MOLINA CORINA NORA,active
1974,MI NUEVO MUNDO,758002,1673250,primaria,EBR,CHACLACAYO,SIN REI,HUARACCALLO MOLINA CORINA NORA,active
1975,PASITOS DE JESUS,758016,1673268,inicial_jard_n,EBR,CIENEGUILLA,SIN REI,GALVEZ FLAVIO MARIA ELENA,active
1976,TECHNOLOGY SCHOOLS,574772,1673052,secundaria,EBR,ATE,SIN REI,TELLO CHUMBERIZA HUMBERTO OCEAS,active
1977,WINNETKA,298406,1673276,inicial_jard_n,EBR,CHACLACAYO,SIN REI,GARRO PEÑA ANTHONY MANUEL,active
1978,INTERACTIVA CESAR VALLEJO,720014,1673284,inicial_jard_n,EBR,ATE,SIN REI,TACURI CASAÑO JUDITH YANINA,active
1979,PAMPAS TINAJAS,777251,1693696,inicial_jard_n,EBR,CIENEGUILLA,1,GUERRA MORAN DEISY MARGOT,active
1980,LA BUENA SEMILLA I,777265,1693704,inicial_jard_n,EBR,ATE,8,RETTIS MARTIN JULISSA MELINA,active
1981,REINO DE LOS NIÑOS,777270,1693712,inicial_jard_n,EBR,ATE,12,ARROYO PILLACA JULIA,active
1982,MIS PRIMEROS PASOS,777289,1693720,inicial_jard_n,EBR,SANTA ANITA,5,GOMEZ DIAZ ANA MARIA,active
1983,ARCO IRIS,777294,1693738,inicial_jard_n,EBR,LURIGANCHO,15,VASQUEZ CUSMA GLADYS,active
1984,SEMILLITAS DEL SABER,777307,1693746,inicial_jard_n,EBR,SANTA ANITA,5,TELLO SAMILLAN MARIA JOSEFA,active
1985,SEÑOR DE LA JUSTICIA,777312,1693753,inicial_jard_n,EBR,ATE,9,MEDRANO LAZON CHARO SILVIA,active
1986,RICARDO PALMA II,777326,1693761,inicial_jard_n,EBR,ATE,10,BUENDIA OCHOA EDITH JUANA,active
1987,VIRGEN DE LAS NIEVES,777331,1693779,inicial_jard_n,EBR,SANTA ANITA,4,MARKY FERNANDEZ MERCEDES DEL CARMEN,active
1988,VIRGEN DE FATIMA,777345,1693787,inicial_jard_n,EBR,ATE,9,GRANADOS HUAYTALLA JULISSA GIANNINA,active
1989,NIÑO JESUS DE PRAGA,777350,1693795,inicial_jard_n,EBR,ATE,9,VALDIVIA CELIS MARILYN,active
1990,GOTITAS DEL SABER,777369,1693803,inicial_jard_n,EBR,ATE,13,LEON VILLEGAS IRAN ERIKA,active
1991,ESTRELLITAS DEL SABER,777374,1693811,inicial_jard_n,EBR,ATE,11,RODRIGUEZ ROMAN GENESIS SOLANSH,active
1992,GOTITAS DE AMOR,778118,1694447,inicial_jard_n,EBR,LURIGANCHO,16,CONDEZO ACOSTA KETTY JUDITH,active
1993,1200 SANTA MARIA,314114,1695162,inicial_jard_n,EBR,LURIGANCHO,18,CORO CALLE CARMEN MARTHA,active
1994,SOL NACIENTE II,778590,1695170,inicial_jard_n,EBR,LURIGANCHO,14,PERALTA AGUAYO DE MALDONADO VANESSA EDITH,active
1995,YACHAY WASI,778608,1695188,inicial_jard_n,EBR,ATE,13,LEON GARCIA MELISSA MILAGROS,active
1996,JESUS DE NAZARETH,778613,1695196,inicial_jard_n,EBR,ATE,8,CHILIN RODRIGUEZ ANA MARIA,active
1997,MI PEQUEÑO MUNDO,778627,1695204,inicial_jard_n,EBR,ATE,10,CUADROS VELASQUEZ JUDY ESPERANZA,active
1998,NIÑO JESUCITO,778632,1695212,inicial_jard_n,EBR,ATE,11,BARZOLA GALARZA JANET BEATRIZ,active
1999,JOSEFA CARRILLO Y ALBORNOZ,314227,1695220,primaria,EBR,LURIGANCHO,19,VALENCIA FERNANDEZ AMERICO MANUELSHIÑO,active
2000,SANTA ROSITA I,778646,1695238,inicial_jard_n,EBR,ATE,13,CAPCHA FERNANDEZ LIDIA,active
2001,DULCE AMANECER,778948,1695667,inicial_jard_n,EBR,ATE,11,CARRANZA ZUÑIGA ELSY LUZ,active
2002,BUENOS AIRES,778953,1695675,inicial_jard_n,EBR,LURIGANCHO,19,REYES LUQUE MARIE ASTRID,active
2003,LUZ DEL SABER,778967,1695683,inicial_jard_n,EBR,ATE,10,,active
2004,CASITA DEL SABER,778972,1695691,inicial_jard_n,EBR,LURIGANCHO,15,ARANGO PIZAN MILAGROS ROSALYNN,active
2005,NIÑOS DE BELEN,779896,1696855,inicial_jard_n,EBR,ATE,8,VILCA ROJAS ANA,active
2006,CORAZON DE JESUS,779900,1696863,inicial_jard_n,EBR,ATE,11,CAPCHA FERNANDEZ LIDIA,active
2007,DIVINO NIÑO JESUS,655184,1696871,secundaria,EBR,LURIGANCHO,SIN REI,RIOS TAVARA ROSSMERY DEL PILAR,active
2008,LOS EMPRENDEDORES DE CIENEGUILLA,779919,1696889,inicial_jard_n,EBR,CIENEGUILLA,SIN REI,RAMOS INFANTE NERY,active
2009,EL PORTILLO,780041,1697101,inicial_jard_n,EBR,LURIGANCHO,16,RODRIGUEZ ROBLES MARIA VICTORIA JUANA,active
2010,CARRUSEL DE NIÑOS,780055,1697119,inicial_jard_n,EBR,ATE,12,SULCA ARVIETO FABIOLA,active
2011,NUEVO MUNDO,780060,1697127,inicial_jard_n,EBR,ATE,9,GUERRA URCOS LYGIA GRACIELA,active
2012,TESORO DE JESUS,780079,1697135,inicial_jard_n,EBR,ATE,10,,active
2013,SANTA ROSITA,780084,1697143,inicial_jard_n,EBR,ATE,11,ESPINOZA MUCHA ROXANA,active
2014,SAN PEDRO Y SAN PABLO,780098,1697150,inicial_jard_n,EBR,LURIGANCHO,15,DAVALOS VELASCO NILDA AMBAR,active
2015,MI PEQUEÑO MUNDO,780102,1697168,inicial_jard_n,EBR,CIENEGUILLA,1,CASTILLO CHAVEZ DAISY JENNY,active
2016,1196,313925,1697176,inicial_jard_n,EBR,LURIGANCHO,19,,active
2017,1254 MARIA REICHE NEWMANN,291891,1697184,inicial_jard_n,EBR,ATE,6,ARTEAGA MATOS MANUEL JESUS,active
2018,0031 ROBERT F. KENNEDY,291990,1697192,inicial_jard_n,EBR,ATE,7,ENCISO TRUJILLO ANA JULIA,active
2019,PABLO PATRON,314171,1697200,inicial_jard_n,EBR,LURIGANCHO,19,FLORES HUAYLINOS ROMULO OMAR,active
2020,ANGELITOS DE LAS BRISAS,780767,1697747,inicial_jard_n,EBR,LURIGANCHO,18,,active
2021,NIÑO JESUS,780772,1697754,inicial_jard_n,EBR,ATE,12,FERRO MEZA YULISA ELENA,active
2022,1286 HEROES DEL CENEPA,307383,1697762,inicial_jard_n,EBR,LA MOLINA,2,HONOR ANDIA JULIA KATERINE,active
2023,NUESTRA SEÑORA DEL PERPETUO SOCORRO,292980,1698026,b_sica_alternativa_inicial_e_intermedio,EBR,ATE,SIN REI,APARCANA ESPINOZA JULIO,active
2024,AMERICAN WHITMAN,718657,1698034,secundaria,EBR,ATE,SIN REI,OSORES RODRIGUEZ ANA MARIA,active
2025,MAHANAIM,780932,1698042,inicial_jard_n,EBR,SANTA ANITA,SIN REI,ROSAS ESPINOZA BRENDA LILIAN,active
2026,INNOVA VIPAL,780946,1698059,inicial_jard_n,EBR,ATE,SIN REI,INGA BALODEON JUUANITA,active
2027,INNOVA VIPAL,780946,1698208,primaria,EBR,ATE,SIN REI,INGA BALODEON JUUANITA,active
2028,NIÑO DE JESUS,SIN COD LOC,0594357,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
2029,JOYITAS DE CRUZ DE MAYO,SIN COD LOC,0594360,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
2030,CRISTO ILUMINADO,SIN COD LOC,0594379,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
2031,DULCE RENACER I,SIN COD LOC,0629732,inicial_programa_no_escolarizado,EBR,SANTA ANITA,SIN REI,,active
2032,FELIZ AMANECER II,SIN COD LOC,0629737,inicial_programa_no_escolarizado,EBR,SANTA ANITA,SIN REI,,active
2033,NIÑOS DE JESUS,SIN COD LOC,3368633,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2034,SEÑOR DE LOS MILAGROS,SIN COD LOC,3368641,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2035,EL AMOR DE DIOS II,SIN COD LOC,3368645,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2036,GOTITAS DE AMOR,SIN COD LOC,3368649,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2037,MI MUNDO FELIZ I,SIN COD LOC,3913255,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
2038,CRISTO MILAGROSO I,SIN COD LOC,3920727,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2039,CRISTO MILAGROSO II,SIN COD LOC,3920729,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2040,PRIMERA PARCELA I,SIN COD LOC,3920730,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2041,CAMPO SOL,SIN COD LOC,3920731,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2042,TULIPANES,SIN COD LOC,3920732,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2043,PRIMERA PARCELA II,SIN COD LOC,3920734,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2044,SANTA MARIA BAJA,SIN COD LOC,3920735,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2045,NUEVO HORIZONTE,SIN COD LOC,3920736,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2046,SANTA MARIA ALTA I,SIN COD LOC,3920743,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2047,SANTA MARIA ALTA II,SIN COD LOC,3920744,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2048,1221 MARIA PARADO DE BELLIDO,338855,1700343,inicial_jard_n,EBR,SANTA ANITA,5,YGNACIO GARCIA CESAR ROLANDO,active
2049,AURELIO MIRO QUESADA SOSA,294875,1700368,inicial_jard_n,EBR,ATE,SIN REI,ARTEAGA TOMAS RICARDO EDGAR,active
2050,IPAS,782728,1700384,primaria,EBR,CIENEGUILLA,SIN REI,GUERRA CARBAJAL LUCIA DEL PILAR,active
2051,MIS PEQUEÑOS GENIOS,857361,1700426,inicial_jard_n,EBR,CHACLACAYO,SIN REI,GUILLEN CASTAÑEDA ISABEL ELENA,active
2052,JESUS SANTISIMO SALVADOR,783558,1701093,inicial_jard_n,EBR,LURIGANCHO,SIN REI,ISUHUAYLAS TAQUIA CARMEN ROSA,active
2053,SEMILLITAS DE JESUS,785072,1702299,inicial_jard_n,EBR,LURIGANCHO,SIN REI,SUAREZ FLORES BLANCA FLORMIRA,active
2054,ANGELES DE DIOS,722268,1702323,inicial_jard_n,EBR,LURIGANCHO,SIN REI,CONDOR CORDOVA MERCEDES,active
2055,ISAN,785473,1702836,primaria,EBR,LURIGANCHO,SIN REI,CURIPACO RAMOS ISABEL MONICA,active
2056,LITTLE SCHOOL,785958,1703339,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,ORELLANA TARAZONA TANIA,active
2057,SANTA MARIA DE FATIMA,785963,1703347,inicial_jard_n,EBR,ATE,SIN REI,AYBAR ROJAS MARIA,active
2058,BRUNING,308293,1703354,inicial_jard_n,EBR,LA MOLINA,SIN REI,MONTENEGRO QUIJANO ALICIA CRISTINA,active
2059,VIRGEN DEL CARMEN - LAS VIÑAS,786972,1704352,inicial_jard_n,EBR,LURIGANCHO,SIN REI,,active
2060,SANTA RITA DE ATE,622075,1704360,b_sica_alternativa_avanzado,EBR,ATE,SIN REI,TICLLAS LARA PEDRO PABLO,active
2061,UNION LATINO,625757,1704626,inicial_jard_n,EBR,ATE,SIN REI,ROBLES MIGUEL ARMANDO,active
2062,BRIGHT KIDS,SIN COD LOC,0558823,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
2063,ANGELITOS DE DIOS,SIN COD LOC,0558826,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
2064,LOS NENITOS DE PARIACHI,SIN COD LOC,0591924,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
2065,ANGELITOS DE LAS BRISAS,SIN COD LOC,3937818,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2066,LAS HORMIGUITAS,SIN COD LOC,0548938,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
2067,MANUEL GONZALES PRADA,292126,1713767,inicial_jard_n,EBR,ATE,13,PEÑALOZA CHUCO JAIME,active
2068,1244 MICAELA BASTIDAS,292329,1713775,inicial_jard_n,EBR,ATE,6,CRUZADO HERNANDEZ DONAR ELMER,active
2069,0026 AICHI NAGOYA,292273,1713783,inicial_jard_n,EBR,ATE,9,PINO ARANCIBIA MIGUEL FERNANDO,active
2070,SAN JUAN BAUTISTA,785086,1716778,secundaria,EBR,LURIGANCHO,SIN REI,MOLINA PATIÑO LUIS ADALINO,active
2071,RAYITOS DE SOL,799998,1717941,inicial_jard_n,EBR,ATE,11,PINTO TORPOCO DORA VIRGINIA,active
2072,ANGELITOS DE SAN JUAN,800001,1717958,inicial_jard_n,EBR,ATE,11,SORIANO CRUZ ZULEMA JANET,active
2073,SEMILLITAS DEL VALLECITO IV,800015,1717966,inicial_jard_n,EBR,LURIGANCHO,16,SUMIRE QQUENTA REBECA,active
2074,CLAVELITOS DE PARAISO,800082,1717974,inicial_jard_n,EBR,LURIGANCHO,14,SUDARIO CARLOS DIANA YANNET,active
2075,MI MUNDO MAGICO,800020,1717982,inicial_jard_n,EBR,ATE,10,ESPINOZA BARTOLO EDITH NORMA,active
2076,MIS PEQUEÑOS GIGANTES,800039,1717990,inicial_jard_n,EBR,ATE,9,,active
2077,SEMILLITAS DE LAS LOMAS,800044,1718006,inicial_jard_n,EBR,ATE,6,,active
2078,LOS NIÑOS DE NAZARETH,800058,1718014,inicial_jard_n,EBR,LURIGANCHO,16,GONZALES PINCOS ELVA,active
2079,JESUSITO DE MI VIDA,800063,1718022,inicial_jard_n,EBR,ATE,12,ZUÑIGA SUAZO JANETT MAGALY,active
2080,MIS PEQUEÑOS ARQUITECTOS DE LOS ROSALES,800077,1718030,inicial_jard_n,EBR,LURIGANCHO,15,EVANGELISTA MOLINA EVELIN YULISA,active
2081,ANGELITOS DEL SABER,801350,1719285,inicial_jard_n,EBR,ATE,12,BULLON LOPEZ GILDA,active
2082,VIRGEN DEL CARMEN,802458,1720424,secundaria,EBR,LURIGANCHO,16,TAFUR CHAVEZ LUZ ADA,active
2083,SAN PEDRO Y SAN PABLO,780098,1720432,primaria,EBR,LURIGANCHO,15,DAVALOS VELASCO NILDA AMBAR,active
2084,ATENEO DE ATE,802533,1720531,secundaria,EBR,ATE,SIN REI,,active
2085,GOTITAS DE AMOR,SIN COD LOC,3866984,inicial_programa_no_escolarizado,EBR,ATE,SIN REI,,active
2086,LA CAPITANA V,SIN COD LOC,3866987,inicial_programa_no_escolarizado,EBR,LURIGANCHO,SIN REI,,active
